"id","date","conract","price","quantity"
"444122867","2022-01-26T00:03:01+03:00","PH22012607","1091.91","2"
"444123058","2022-01-26T00:03:01+03:00","PH22012604","697.98","2"
"444123568","2022-01-26T00:03:33+03:00","PH22012604","687.01","5"
"444123788","2022-01-26T00:03:33+03:00","PH22012604","687","10"
"444124539","2022-01-26T00:04:15+03:00","PH22012621","1353.11","9"
"444124381","2022-01-26T00:04:21+03:00","PH22012603","731.51","5"
"444124386","2022-01-26T00:04:21+03:00","PH22012603","739","500"
"444124578","2022-01-26T00:04:21+03:00","PH22012603","732","46"
"444124728","2022-01-26T00:04:21+03:00","PH22012603","731.5","7"
"444124962","2022-01-26T00:04:36+03:00","PH22012608","1345","10"
"444124681","2022-01-26T00:04:45+03:00","PH22012609","1370.01","30"
"444125126","2022-01-26T00:04:56+03:00","PH22012609","1375","327"
"444124882","2022-01-26T00:05:02+03:00","PH22012611","1365","2"
"444125063","2022-01-26T00:05:02+03:00","PH22012610","1370.99","12"
"444124896","2022-01-26T00:05:05+03:00","PH22012610","1370.99","12"
"444125168","2022-01-26T00:05:05+03:00","PH22012610","1371","43"
"444125182","2022-01-26T00:05:08+03:00","PH22012610","1371","12"
"444125455","2022-01-26T00:05:28+03:00","PH22012610","1380","418"
"444125470","2022-01-26T00:05:30+03:00","PH22012603","705","287"
"444125913","2022-01-26T00:05:37+03:00","PH22012611","1373","35"
"444125942","2022-01-26T00:05:43+03:00","PH22012611","1374","450"
"444125659","2022-01-26T00:05:57+03:00","PH22012612","1350","6"
"444125664","2022-01-26T00:05:59+03:00","PH22012612","1369.99","39"
"444125808","2022-01-26T00:06:01+03:00","PH22012604","697.98","16"
"444126010","2022-01-26T00:06:01+03:00","PH22012612","1370","20"
"444125691","2022-01-26T00:06:06+03:00","PH22012605","693.99","20"
"444125845","2022-01-26T00:06:10+03:00","PH22012612","1375","46"
"444126239","2022-01-26T00:06:10+03:00","PH22012612","1375","100"
"444126242","2022-01-26T00:06:10+03:00","PH22012612","1375","100"
"444126318","2022-01-26T00:06:11+03:00","PH22012606","830.87","50"
"444126079","2022-01-26T00:06:16+03:00","PH22012602","824","110"
"444126336","2022-01-26T00:06:16+03:00","PH22012602","824","137"
"444126295","2022-01-26T00:06:25+03:00","PH22012613","1355","24"
"444126519","2022-01-26T00:06:27+03:00","PH22012613","1355.01","20"
"444125900","2022-01-26T00:06:31+03:00","PH22012613","1360","55"
"444126539","2022-01-26T00:06:33+03:00","PH22012613","1369","100"
"444126732","2022-01-26T00:06:36+03:00","PH22012613","1374","20"
"444126865","2022-01-26T00:07:13+03:00","PH22012614","1359.99","21"
"444126698","2022-01-26T00:07:17+03:00","PH22012614","1360","55"
"444127153","2022-01-26T00:07:18+03:00","PH22012604","697.99","20"
"444126899","2022-01-26T00:07:21+03:00","PH22012615","1359.99","24"
"444127174","2022-01-26T00:07:23+03:00","PH22012605","694","3"
"444127320","2022-01-26T00:07:23+03:00","PH22012605","694","13"
"444127188","2022-01-26T00:07:24+03:00","PH22012615","1360","531"
"444127064","2022-01-26T00:07:32+03:00","PH22012605","695","14"
"444127262","2022-01-26T00:07:48+03:00","PH22012616","1373.99","18"
"444128112","2022-01-26T00:08:13+03:00","PH22012617","1379.98","18"
"444127784","2022-01-26T00:08:22+03:00","PH22012607","1089.87","5"
"444128003","2022-01-26T00:08:29+03:00","PH22012602","829.98","4"
"444128184","2022-01-26T00:08:29+03:00","PH22012602","829.98","6"
"444128363","2022-01-26T00:08:29+03:00","PH22012602","829.99","2"
"444128306","2022-01-26T00:08:56+03:00","PH22012608","1345","34"
"444128724","2022-01-26T00:09:02+03:00","PH22012619","1359.99","17"
"444128551","2022-01-26T00:09:06+03:00","PH22012602","824.01","29"
"444128556","2022-01-26T00:09:07+03:00","PH22012602","824","4"
"444129111","2022-01-26T00:09:07+03:00","PH22012602","824.01","1"
"444128955","2022-01-26T00:09:20+03:00","PH22012619","1360","135"
"444128984","2022-01-26T00:09:34+03:00","PH22012619","1360","247"
"444130825","2022-01-26T00:12:16+03:00","PB22012602-01","834.33","23"
"444131013","2022-01-26T00:12:16+03:00","PB22012602-01","834.33","7"
"444131018","2022-01-26T00:12:16+03:00","PB22012602-01","834.33","1"
"444131209","2022-01-26T00:12:16+03:00","PB22012602-01","834.33","1"
"444131341","2022-01-26T00:12:16+03:00","PB22012602-01","834.33","1"
"444131026","2022-01-26T00:12:17+03:00","PB22012602-01","834.33","43"
"444131223","2022-01-26T00:12:17+03:00","PB22012602-01","834.33","6"
"444131225","2022-01-26T00:12:17+03:00","PB22012602-01","834.33","108"
"444132153","2022-01-26T00:13:17+03:00","PH22012610","1365.05","6"
"444132022","2022-01-26T00:13:29+03:00","PH22012611","1366.01","6"
"444132354","2022-01-26T00:13:41+03:00","PH22012609","1360.01","20"
"444132066","2022-01-26T00:13:42+03:00","PH22012609","1360.01","5"
"444133006","2022-01-26T00:14:30+03:00","PH22012604","697.99","12"
"444132786","2022-01-26T00:14:35+03:00","PH22012604","699.99","10"
"444133178","2022-01-26T00:14:36+03:00","PH22012604","699.99","10"
"444132800","2022-01-26T00:14:41+03:00","PH22012604","699.99","2"
"444133054","2022-01-26T00:14:41+03:00","PH22012604","700","15"
"444133203","2022-01-26T00:14:41+03:00","PH22012604","700","53"
"444133390","2022-01-26T00:14:41+03:00","PH22012604","700","3"
"444132808","2022-01-26T00:14:42+03:00","PH22012604","700","100"
"444133208","2022-01-26T00:14:42+03:00","PH22012604","700","6"
"444133393","2022-01-26T00:14:42+03:00","PH22012604","700","3"
"444133068","2022-01-26T00:14:48+03:00","PH22012604","700","2"
"444133464","2022-01-26T00:14:57+03:00","PH22012614","1360","6"
"444132894","2022-01-26T00:15:10+03:00","PH22012615","1360.01","20"
"444133746","2022-01-26T00:15:11+03:00","PH22012605","695","50"
"444133967","2022-01-26T00:15:16+03:00","PH22012606","830.89","19"
"444133839","2022-01-26T00:15:23+03:00","PH22012607","1089.83","5"
"444134046","2022-01-26T00:15:24+03:00","PH22012616","1373.99","6"
"444134714","2022-01-26T00:15:32+03:00","PH22012608","1345","33"
"444134768","2022-01-26T00:15:41+03:00","PH22012617","1365.01","6"
"444134624","2022-01-26T00:15:49+03:00","PH22012623","1270.97","27"
"444134640","2022-01-26T00:15:51+03:00","PH22012618","1365.02","20"
"444134873","2022-01-26T00:16:06+03:00","PH22012619","1353.01","6"
"444134951","2022-01-26T00:16:22+03:00","PH22012607","1089.83","5"
"444135533","2022-01-26T00:16:22+03:00","PH22012620","1365.1","6"
"444135454","2022-01-26T00:17:02+03:00","PH22012607","1089.83","2"
"444135457","2022-01-26T00:17:02+03:00","PH22012604","721","2"
"444136043","2022-01-26T00:17:48+03:00","PH22012615","1360.01","10"
"444135904","2022-01-26T00:17:58+03:00","PH22012615","1360","30"
"444136680","2022-01-26T00:18:33+03:00","PH22012619","1353.01","44"
"444137403","2022-01-26T00:19:03+03:00","PH22012608","1340","35"
"444138557","2022-01-26T00:20:22+03:00","PH22012605","695","169"
"444138478","2022-01-26T00:20:48+03:00","PH22012605","701.99","100"
"444138641","2022-01-26T00:20:48+03:00","PH22012605","701.99","3"
"444138804","2022-01-26T00:20:48+03:00","PH22012605","699.97","20"
"444138807","2022-01-26T00:20:48+03:00","PH22012605","701","8"
"444138984","2022-01-26T00:20:48+03:00","PH22012605","701.99","53"
"444139688","2022-01-26T00:22:05+03:00","PB22012604-01","700","18"
"444139690","2022-01-26T00:22:05+03:00","PB22012603-01","702","6"
"444141620","2022-01-26T00:24:18+03:00","PH22012622","1356.99","28"
"444141835","2022-01-26T00:24:22+03:00","PH22012622","1357","44"
"444141847","2022-01-26T00:24:25+03:00","PH22012622","1358.31","20"
"444142102","2022-01-26T00:24:53+03:00","PH22012604","710.01","41"
"444143130","2022-01-26T00:25:38+03:00","PH22012604","710.01","41"
"444142704","2022-01-26T00:25:55+03:00","PH22012602","824.03","10"
"444143186","2022-01-26T00:25:55+03:00","PH22012602","824.01","33"
"444143315","2022-01-26T00:25:55+03:00","PH22012602","824.02","28"
"444143344","2022-01-26T00:26:02+03:00","PH22012602","824.02","8"
"444143664","2022-01-26T00:26:53+03:00","PH22012604","710.01","36"
"444143678","2022-01-26T00:27:01+03:00","PH22012604","710","100"
"444144645","2022-01-26T00:28:01+03:00","PH22012615","1365","58"
"444144647","2022-01-26T00:28:01+03:00","PH22012615","1370","555"
"444144709","2022-01-26T00:28:15+03:00","PB22012602-01","828.98","1"
"444144929","2022-01-26T00:28:15+03:00","PB22012602-01","828.98","1"
"444144932","2022-01-26T00:28:15+03:00","PB22012602-01","828.98","2"
"444144937","2022-01-26T00:28:15+03:00","PB22012602-01","828.98","1"
"444144502","2022-01-26T00:28:27+03:00","PH22012619","1364","368"
"444144989","2022-01-26T00:28:29+03:00","PH22012604","720","3"
"444145042","2022-01-26T00:28:39+03:00","PH22012605","709","3"
"444145083","2022-01-26T00:28:51+03:00","PH22012606","841","3"
"444145762","2022-01-26T00:29:11+03:00","PH22012607","1089.81","1"
"444145929","2022-01-26T00:29:11+03:00","PH22012607","1089.82","2"
"444145816","2022-01-26T00:29:22+03:00","PH22012608","1345","3"
"444145828","2022-01-26T00:29:25+03:00","PH22012607","1089.82","7"
"444146004","2022-01-26T00:29:31+03:00","PH22012607","1089.83","10"
"444146229","2022-01-26T00:29:48+03:00","PH22012607","1089.84","54"
"444146521","2022-01-26T00:29:48+03:00","PH22012607","1089.83","9"
"444146769","2022-01-26T00:30:09+03:00","PH22012611","1374","3"
"444146858","2022-01-26T00:30:22+03:00","PH22012612","1370","3"
"444147074","2022-01-26T00:30:27+03:00","PH22012602","824.02","5"
"444147110","2022-01-26T00:30:32+03:00","PH22012602","830","6"
"444147717","2022-01-26T00:30:33+03:00","PH22012604","690.14","5"
"444147555","2022-01-26T00:30:35+03:00","PH22012613","1370","3"
"444147754","2022-01-26T00:30:41+03:00","PH22012605","680.96","8"
"444147796","2022-01-26T00:30:51+03:00","PH22012614","1380","3"
"444147421","2022-01-26T00:30:52+03:00","PB22012602-01","800","27"
"444147616","2022-01-26T00:30:52+03:00","PH22012602","830","43"
"444147288","2022-01-26T00:30:53+03:00","PB22012602-01","800","3"
"444147434","2022-01-26T00:30:56+03:00","PH22012602","840","10"
"444147454","2022-01-26T00:31:00+03:00","PH22012602","830","21"
"444147683","2022-01-26T00:31:04+03:00","PH22012615","1370.01","3"
"444147693","2022-01-26T00:31:05+03:00","PH22012602","849","2"
"444148146","2022-01-26T00:31:17+03:00","PH22012616","1374","3"
"444148546","2022-01-26T00:31:28+03:00","PH22012617","1380","3"
"444148193","2022-01-26T00:31:29+03:00","PH22012602","824.07","1"
"444148417","2022-01-26T00:31:33+03:00","PH22012603","705.03","1"
"444148245","2022-01-26T00:31:42+03:00","PH22012605","680.96","3"
"444148461","2022-01-26T00:31:43+03:00","PH22012605","680.95","1"
"444148655","2022-01-26T00:32:00+03:00","PH22012602","824.07","3"
"444148659","2022-01-26T00:32:01+03:00","PH22012604","700","1"
"444148792","2022-01-26T00:32:01+03:00","PH22012605","650.01","4"
"444149117","2022-01-26T00:32:01+03:00","PH22012618","1379.98","3"
"444149155","2022-01-26T00:32:06+03:00","PH22012603","705.17","19"
"444148838","2022-01-26T00:32:11+03:00","PH22012602","824.06","3"
"444149007","2022-01-26T00:32:13+03:00","PH22012619","1365","3"
"444148860","2022-01-26T00:32:15+03:00","PH22012602","824.04","19"
"444149332","2022-01-26T00:32:26+03:00","PH22012620","1380.35","3"
"444149512","2022-01-26T00:32:27+03:00","PH22012604","700.01","5"
"444149569","2022-01-26T00:32:38+03:00","PH22012621","1369.99","3"
"444149719","2022-01-26T00:32:39+03:00","PH22012604","700","50"
"444149784","2022-01-26T00:32:52+03:00","PH22012622","1359.99","3"
"444149415","2022-01-26T00:32:54+03:00","PH22012602","824.04","5"
"444149436","2022-01-26T00:33:01+03:00","PH22012604","695","3"
"444149446","2022-01-26T00:33:05+03:00","PH22012623","1270.99","3"
"444149872","2022-01-26T00:33:07+03:00","PH22012605","650.01","5"
"444149910","2022-01-26T00:33:15+03:00","PH22012604","690.13","2"
"444150222","2022-01-26T00:33:44+03:00","PH22012604","720","497"
"444151312","2022-01-26T00:34:14+03:00","PH22012604","720","375"
"444151520","2022-01-26T00:34:27+03:00","PH22012605","702","1"
"444154526","2022-01-26T00:37:28+03:00","PB22012602-01","824","200"
"444154288","2022-01-26T00:37:47+03:00","PB22012602-01","824","550"
"444154944","2022-01-26T00:38:01+03:00","PB22012602-01","800","20"
"444154802","2022-01-26T00:38:05+03:00","PB22012602-01","824","50"
"444154828","2022-01-26T00:38:10+03:00","PH22012602","830","1"
"444155358","2022-01-26T00:38:34+03:00","PB22012602-01","824","240"
"444155920","2022-01-26T00:38:55+03:00","PB22012602-01","824","100"
"444155841","2022-01-26T00:39:12+03:00","PB22012602-01","824","30"
"444156173","2022-01-26T00:39:23+03:00","PH22012623","1250","51"
"444156758","2022-01-26T00:39:49+03:00","PH22012623","1259.99","41"
"444156912","2022-01-26T00:39:54+03:00","PH22012607","1089.68","9"
"444156917","2022-01-26T00:39:54+03:00","PH22012623","1259.99","34"
"444156475","2022-01-26T00:40:03+03:00","PH22012623","1260","100"
"444156830","2022-01-26T00:40:03+03:00","PH22012608","1345","15"
"444157311","2022-01-26T00:40:14+03:00","PH22012602","825.98","45"
"444157255","2022-01-26T00:40:49+03:00","PH22012623","1281.99","60"
"444157259","2022-01-26T00:40:49+03:00","PH22012623","1282","300"
"444157407","2022-01-26T00:40:49+03:00","PH22012602","825","5"
"444157594","2022-01-26T00:40:49+03:00","PH22012623","1282","2"
"444157747","2022-01-26T00:40:49+03:00","PH22012623","1270","24"
"444157750","2022-01-26T00:40:49+03:00","PH22012623","1271","63"
"444157753","2022-01-26T00:40:49+03:00","PH22012623","1280","5"
"444157273","2022-01-26T00:40:54+03:00","PH22012602","824.98","40"
"444157911","2022-01-26T00:41:00+03:00","PH22012602","824.98","6"
"444157929","2022-01-26T00:41:05+03:00","PH22012602","824.99","80"
"444157894","2022-01-26T00:41:21+03:00","PH22012602","825","40"
"444159040","2022-01-26T00:42:38+03:00","PH22012603","714.99","48"
"444159220","2022-01-26T00:42:38+03:00","PH22012603","715","10"
"444159541","2022-01-26T00:42:38+03:00","PH22012603","714.99","5"
"444159546","2022-01-26T00:42:38+03:00","PH22012603","715","34"
"444160018","2022-01-26T00:43:18+03:00","PB22012602-01","800","105"
"444159502","2022-01-26T00:43:19+03:00","PB22012602-01","800","4"
"444160025","2022-01-26T00:43:19+03:00","PB22012602-01","800","5"
"444159508","2022-01-26T00:43:20+03:00","PB22012602-01","800","59"
"444159810","2022-01-26T00:43:20+03:00","PB22012602-01","800","4"
"444160311","2022-01-26T00:43:20+03:00","PB22012602-01","800","3"
"444159830","2022-01-26T00:43:21+03:00","PB22012602-01","800","2"
"444160148","2022-01-26T00:43:21+03:00","PB22012602-01","800","24"
"444159832","2022-01-26T00:43:22+03:00","PB22012602-01","800","3"
"444159840","2022-01-26T00:43:22+03:00","PB22012602-01","800","3"
"444160324","2022-01-26T00:43:22+03:00","PB22012602-01","800","1"
"444159846","2022-01-26T00:43:23+03:00","PB22012602-01","800","3"
"444160334","2022-01-26T00:43:23+03:00","PB22012602-01","800","53"
"444159852","2022-01-26T00:43:24+03:00","PB22012602-01","800","8"
"444159857","2022-01-26T00:43:25+03:00","PB22012602-01","800","49"
"444160181","2022-01-26T00:43:25+03:00","PB22012602-01","800","5"
"444159862","2022-01-26T00:43:26+03:00","PB22012602-01","800","1"
"444159867","2022-01-26T00:43:26+03:00","PB22012602-01","800","9"
"444160357","2022-01-26T00:43:27+03:00","PB22012602-01","800","44"
"444160203","2022-01-26T00:43:28+03:00","PB22012602-01","800","9"
"444159876","2022-01-26T00:43:29+03:00","PB22012602-01","800","1"
"444159884","2022-01-26T00:43:30+03:00","PB22012602-01","800","10"
"444159891","2022-01-26T00:43:30+03:00","PB22012602-01","800","45"
"444159894","2022-01-26T00:43:31+03:00","PB22012602-01","800","1"
"444160223","2022-01-26T00:43:31+03:00","PB22012602-01","800","2"
"444160516","2022-01-26T00:43:31+03:00","PB22012602-01","800","39"
"444160387","2022-01-26T00:43:32+03:00","PB22012602-01","800","2"
"444160462","2022-01-26T00:43:54+03:00","PB22012602-01","930.44","9"
"444160620","2022-01-26T00:43:54+03:00","PB22012602-01","930.44","1"
"444160783","2022-01-26T00:43:54+03:00","PB22012602-01","930.44","2"
"444160922","2022-01-26T00:43:54+03:00","PB22012602-01","930.44","8"
"444160927","2022-01-26T00:43:54+03:00","PB22012602-01","930.44","15"
"444160935","2022-01-26T00:43:54+03:00","PB22012602-01","930.44","4"
"444160791","2022-01-26T00:43:55+03:00","PB22012602-01","930.44","10"
"444161169","2022-01-26T00:44:27+03:00","PH22012602","824.15","1"
"444161513","2022-01-26T00:44:27+03:00","PH22012602","824.15","4"
"444161685","2022-01-26T00:45:02+03:00","PH22012607","1070","18"
"444162965","2022-01-26T00:45:38+03:00","PB22012602-01","968.11","1"
"444162980","2022-01-26T00:45:40+03:00","PB22012602-01","968.11","50"
"444162502","2022-01-26T00:45:41+03:00","PB22012602-01","832.62","29"
"444162892","2022-01-26T00:45:42+03:00","PB22012602-01","968.11","11"
"444163010","2022-01-26T00:45:44+03:00","PB22012602-01","968.11","45"
"444163171","2022-01-26T00:45:44+03:00","PB22012602-01","968.11","179"
"444163188","2022-01-26T00:45:45+03:00","PB22012602-01","968.11","2"
"444163516","2022-01-26T00:45:46+03:00","PB22012602-01","968.11","8"
"444163031","2022-01-26T00:45:47+03:00","PB22012602-01","439.88","3"
"444163206","2022-01-26T00:45:48+03:00","PB22012602-01","968.11","4"
"444163333","2022-01-26T00:45:49+03:00","PB22012602-01","968.11","5"
"444163540","2022-01-26T00:45:50+03:00","PB22012602-01","832.62","135"
"444163052","2022-01-26T00:45:51+03:00","PB22012602-01","968.11","9"
"444163061","2022-01-26T00:45:52+03:00","PB22012602-01","968.11","34"
"444163073","2022-01-26T00:45:52+03:00","PB22012602-01","968.11","1"
"444163243","2022-01-26T00:45:53+03:00","PB22012602-01","968.11","8"
"444163088","2022-01-26T00:45:54+03:00","PB22012602-01","968.11","1"
"444163402","2022-01-26T00:46:02+03:00","PH22012602","824.95","7"
"444163608","2022-01-26T00:46:02+03:00","PH22012602","824.95","12"
"444164043","2022-01-26T00:46:26+03:00","PB22012602-01","800","107"
"444164123","2022-01-26T00:46:27+03:00","PB22012602-01","800","7"
"444164259","2022-01-26T00:47:00+03:00","PH22012602","824.05","23"
"444164818","2022-01-26T00:47:00+03:00","PH22012602","824.05","30"
"444164296","2022-01-26T00:47:08+03:00","PH22012603","710.11","30"
"444165933","2022-01-26T00:48:07+03:00","PH22012602","824.05","4"
"444165477","2022-01-26T00:48:17+03:00","PH22012602","824.05","5"
"444166120","2022-01-26T00:48:17+03:00","PH22012607","1070","23"
"444166337","2022-01-26T00:48:36+03:00","PH22012603","710.12","3"
"444166526","2022-01-26T00:48:43+03:00","PB22012602-01","824","50"
"444166371","2022-01-26T00:48:45+03:00","PH22012604","710.11","4"
"444166747","2022-01-26T00:48:49+03:00","PH22012605","710.11","4"
"444166258","2022-01-26T00:48:57+03:00","PH22012605","710.11","16"
"444167923","2022-01-26T00:50:15+03:00","PH22012604","719.99","47"
"444167955","2022-01-26T00:50:23+03:00","PB22012602-01","439.88","211"
"444168012","2022-01-26T00:50:36+03:00","PH22012604","719.99","30"
"444168180","2022-01-26T00:50:36+03:00","PH22012604","720","14"
"444168184","2022-01-26T00:50:36+03:00","PH22012604","720","44"
"444168042","2022-01-26T00:50:44+03:00","PB22012602-01","800","20"
"444168045","2022-01-26T00:50:44+03:00","PB22012602-01","800","4"
"444167892","2022-01-26T00:50:46+03:00","PB22012602-01","800","15"
"444168096","2022-01-26T00:50:57+03:00","PH22012602","824.06","2"
"444168364","2022-01-26T00:50:57+03:00","PH22012602","824.06","48"
"444168428","2022-01-26T00:51:18+03:00","PB22012602-01","824","43"
"444169066","2022-01-26T00:51:45+03:00","PB22012602-01","940.89","239"
"444169072","2022-01-26T00:51:47+03:00","PB22012602-01","834.01","70"
"444169525","2022-01-26T00:51:48+03:00","PB22012602-01","834.01","1"
"444169329","2022-01-26T00:51:49+03:00","PB22012602-01","439.88","55"
"444170008","2022-01-26T00:52:54+03:00","PH22012603","730.1","3"
"444170597","2022-01-26T00:53:10+03:00","PB22012602-01","439.88","26"
"444170632","2022-01-26T00:53:18+03:00","PB22012602-01","800","17"
"444170724","2022-01-26T00:53:18+03:00","PB22012602-01","800","1"
"444170924","2022-01-26T00:53:18+03:00","PB22012602-01","800","1"
"444170461","2022-01-26T00:53:19+03:00","PB22012602-01","800","2"
"444170730","2022-01-26T00:53:19+03:00","PB22012602-01","800","10"
"444170477","2022-01-26T00:53:20+03:00","PB22012602-01","800","3"
"444170733","2022-01-26T00:53:20+03:00","PB22012602-01","800","3"
"444170944","2022-01-26T00:53:20+03:00","PB22012602-01","800","10"
"444170488","2022-01-26T00:53:21+03:00","PB22012602-01","800","2"
"444170660","2022-01-26T00:53:21+03:00","PB22012602-01","800","4"
"444170742","2022-01-26T00:53:21+03:00","PB22012602-01","800","7"
"444170491","2022-01-26T00:53:22+03:00","PB22012602-01","800","5"
"444170671","2022-01-26T00:53:22+03:00","PB22012602-01","800","7"
"444170698","2022-01-26T00:53:29+03:00","PH22012602","824","33"
"444170995","2022-01-26T00:53:29+03:00","PH22012602","824.11","140"
"444171134","2022-01-26T00:53:29+03:00","PH22012602","824.1","500"
"444171136","2022-01-26T00:53:29+03:00","PH22012602","824.06","27"
"444170848","2022-01-26T00:53:37+03:00","PB22012602-01","800","207"
"444171187","2022-01-26T00:53:38+03:00","PB22012602-01","800","141"
"444171049","2022-01-26T00:53:39+03:00","PB22012602-01","800","38"
"444171340","2022-01-26T00:53:39+03:00","PB22012602-01","800","71"
"444171056","2022-01-26T00:53:40+03:00","PB22012602-01","800","10"
"444171357","2022-01-26T00:53:41+03:00","PB22012602-01","800","8"
"444171367","2022-01-26T00:53:43+03:00","PB22012602-01","800","21"
"444171374","2022-01-26T00:53:44+03:00","PB22012602-01","800","66"
"444171087","2022-01-26T00:53:45+03:00","PB22012602-01","800","121"
"444171519","2022-01-26T00:53:46+03:00","PB22012602-01","800","107"
"444171529","2022-01-26T00:53:47+03:00","PB22012602-01","800","178"
"444171714","2022-01-26T00:53:49+03:00","PB22012602-01","800","22"
"444171725","2022-01-26T00:53:50+03:00","PB22012602-01","800","27"
"444171411","2022-01-26T00:53:51+03:00","PB22012602-01","800","1"
"444171280","2022-01-26T00:53:52+03:00","PB22012602-01","800","15"
"444171289","2022-01-26T00:53:53+03:00","PB22012602-01","800","54"
"444171301","2022-01-26T00:53:55+03:00","PB22012602-01","800","103"
"444171763","2022-01-26T00:53:55+03:00","PB22012602-01","800","144"
"444171911","2022-01-26T00:53:56+03:00","PB22012602-01","800","72"
"444171595","2022-01-26T00:53:57+03:00","PB22012602-01","800","343"
"444171926","2022-01-26T00:53:58+03:00","PB22012602-01","800","2"
"444171932","2022-01-26T00:53:59+03:00","PB22012602-01","800","45"
"444171467","2022-01-26T00:54:00+03:00","PB22012602-01","800","115"
"444171813","2022-01-26T00:54:01+03:00","PB22012602-01","800","30"
"444171819","2022-01-26T00:54:02+03:00","PB22012602-01","800","17"
"444171952","2022-01-26T00:54:02+03:00","PB22012602-01","800","58"
"444171645","2022-01-26T00:54:03+03:00","PB22012602-01","800","16"
"444171486","2022-01-26T00:54:04+03:00","PB22012602-01","800","34"
"444171659","2022-01-26T00:54:05+03:00","PB22012602-01","800","142"
"444171667","2022-01-26T00:54:06+03:00","PB22012602-01","800","3"
"444171854","2022-01-26T00:54:07+03:00","PB22012602-01","800","7"
"444171985","2022-01-26T00:54:08+03:00","PB22012602-01","800","4"
"444171867","2022-01-26T00:54:09+03:00","PB22012602-01","800","100"
"444171699","2022-01-26T00:54:10+03:00","PB22012602-01","800","78"
"444172131","2022-01-26T00:54:11+03:00","PB22012602-01","800","52"
"444172136","2022-01-26T00:54:12+03:00","PB22012602-01","800","108"
"444172141","2022-01-26T00:54:13+03:00","PB22012602-01","800","20"
"444172327","2022-01-26T00:54:14+03:00","PB22012602-01","800","6"
"444172152","2022-01-26T00:54:15+03:00","PB22012602-01","800","238"
"444172055","2022-01-26T00:54:16+03:00","PB22012602-01","800","38"
"444172350","2022-01-26T00:54:17+03:00","PB22012602-01","800","10"
"444172514","2022-01-26T00:54:17+03:00","PB22012602-01","800","8"
"444172168","2022-01-26T00:54:18+03:00","PB22012602-01","800","22"
"444172529","2022-01-26T00:54:19+03:00","PB22012602-01","800","1"
"444172377","2022-01-26T00:54:21+03:00","PB22012602-01","800","15"
"444172547","2022-01-26T00:54:21+03:00","PB22012602-01","800","58"
"444172387","2022-01-26T00:54:22+03:00","PB22012602-01","800","7"
"444172720","2022-01-26T00:54:23+03:00","PB22012602-01","800","38"
"444172403","2022-01-26T00:54:24+03:00","PB22012602-01","800","22"
"444172572","2022-01-26T00:54:25+03:00","PB22012602-01","800","1"
"444172213","2022-01-26T00:54:26+03:00","PB22012602-01","800","1"
"444172477","2022-01-26T00:54:37+03:00","PH22012602","830","25"
"444172801","2022-01-26T00:54:38+03:00","PB22012602-01","824","20"
"444172855","2022-01-26T00:54:50+03:00","PH22012606","830.89","3"
"444173418","2022-01-26T00:55:24+03:00","PB22012602-01","800","44"
"444173253","2022-01-26T00:55:25+03:00","PB22012602-01","800","65"
